Con Vendedor;Tipo canal;Activo;Fecha Vinculación;Fecha retiro;SUCURSAL FINAL;Oficina;Segmentacion;caracteristicas;Estado;Año_Vinculacion;Mes_Vinculacion;Tiempo_Compañia;;
3488;Minorista;0;16/11/2001;16/11/2001;TOLIMA;20004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;11;0,0;;
3487;Minorista;0;27/03/2001;27/03/2001;CASA MATRIZ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
3486;Minorista;0;30/10/2000;30/10/2000;TOLIMA;20004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;10;0,0;;
3485;Minorista;0;30/10/2000;30/10/2000;TOLIMA;20004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;10;0,0;;
3483;Minorista;0;24/01/2001;24/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
3479;Minorista;0;26/09/2000;26/09/2000;CASA MATRIZ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3478;Minorista;0;14/03/2001;14/03/2001;ANTIOQUIA;10003;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
3477;Minorista;0;5/06/2005;5/06/2005;PUTUMAYO;30003;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2005;6;0,0;;
3476;Mayorista;0;27/09/2000;27/09/2000;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3474;Minorista;0;17/01/2001;17/01/2001;ANTIOQUIA;10003;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
3473;Minorista;0;26/09/2000;26/09/2000;ATLANTICO;10005;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3472;Mayorista;0;21/02/2001;21/02/2001;CALDAS;20005;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3471;Mayorista;0;25/09/2000;25/09/2000;QUINDIO;20001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3470;Minorista;0;24/01/2001;24/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
3469;Minorista;0;20/02/2001;20/02/2001;TOLIMA;20004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3468;Minorista;0;15/02/2001;15/02/2001;BOLIVAR;20002;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3467;Minorista;0;25/09/2000;25/09/2000;CESAR;20012;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3466;Minorista;0;26/02/2001;26/02/2001;SANTANDER;10006;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3464;Minorista;0;31/05/2006;31/05/2006;SANTANDER;10006;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2006;5;0,0;;
3463;Minorista;0;24/01/2001;24/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
3462;Minorista;0;21/02/2001;21/02/2001;CALDAS;20005;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3461;Minorista;0;26/04/2001;26/04/2001;NORTE DE SANTANDER;20003;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;4;0,0;;
3460;Minorista;0;27/03/2001;27/03/2001;CASA MATRIZ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
3458;Minorista;0;24/01/2001;24/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
3457;Minorista;0;24/01/2001;24/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
3456;Minorista;0;25/09/2000;25/09/2000;QUINDIO;20001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3454;Minorista;0;24/10/2006;24/10/2006;META;20013;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2006;10;0,0;;
3452;Minorista;0;30/11/2000;30/11/2000;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;11;0,0;;
3451;Minorista;0;20/03/2001;20/03/2001;MAGDALENA;30005;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
3450;Minorista;0;26/09/2000;26/09/2000;BOGOTA COORDINADORA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3449;Minorista;0;22/02/2001;22/02/2001;ANTIOQUIA;10003;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3448;Minorista;0;15/02/2001;15/02/2001;BOLIVAR;20002;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3447;Mayorista;0;26/09/2000;26/09/2000;ATLANTICO;10005;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3446;Mayorista;0;30/01/2001;30/01/2001;RISARALDA;20008;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
3445;Minorista;0;27/02/2001;27/02/2001;NARIÑO;30004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3443;Minorista;0;23/02/2001;23/02/2001;CORDOBA;20006;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3442;Minorista;0;24/01/2001;24/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
3441;Minorista;0;26/02/2001;26/02/2001;HUILA;20007;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3440;Minorista;0;15/12/2000;15/12/2000;SANTANDER;10006;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;12;0,0;;
3439;Minorista;0;26/09/2000;26/09/2000;CASA MATRIZ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3438;Minorista;0;15/05/2002;15/05/2002;NORTE DE SANTANDER;20003;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2002;5;0,0;;
3437;Minorista;0;27/03/2001;27/03/2001;CASA MATRIZ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
3436;Mayorista;0;22/02/2001;22/02/2001;PUTUMAYO;30003;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3435;Minorista;0;26/09/2000;26/09/2000;ATLANTICO;10005;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3432;Minorista;0;15/06/2006;15/06/2006;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2006;6;0,0;;
3431;Minorista;0;30/03/2001;30/03/2001;TOLIMA;20004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
3430;Minorista;0;29/09/2000;29/09/2000;HUILA;20007;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3427;Minorista;0;29/09/2000;29/09/2000;HUILA;20007;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3425;Minorista;0;15/12/2000;15/12/2000;SANTANDER;10006;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;12;0,0;;
3424;Minorista;0;17/11/2000;17/11/2000;SANTANDER;10006;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;11;0,0;;
3422;Minorista;0;26/02/2001;26/02/2001;SANTANDER;10006;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3421;Minorista;0;20/03/2001;20/03/2001;ANTIOQUIA;10003;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
3418;Minorista;0;28/12/2001;28/12/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;12;0,0;;
3417;Mayorista;0;30/09/2003;30/09/2003;BOYACA;20011;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2003;9;0,0;;
3414;Minorista;0;13/02/2001;13/02/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3412;Minorista;0;23/03/2001;23/03/2001;META;20013;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
3410;Minorista;0;23/12/2011;23/12/2011;CESAR;20012;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;12;0,0;;
3408;Mayorista;0;20/02/2001;20/02/2001;TOLIMA;20004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3407;Mayorista;0;27/09/2000;27/09/2000;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3406;Minorista;0;26/02/2001;26/02/2001;HUILA;20007;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3405;Minorista;0;28/02/2001;28/02/2001;CAUCA;20009;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3404;Minorista;0;28/02/2001;28/02/2001;CAUCA;20009;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3403;Minorista;0;28/02/2001;28/02/2001;CAUCA;20009;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3402;Minorista;0;15/02/2001;15/02/2001;BOLIVAR;20002;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3401;Minorista;0;26/09/2000;26/09/2000;CASA MATRIZ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3400;Minorista;0;28/12/2001;28/12/2001;CASA MATRIZ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;12;0,0;;
3399;Minorista;0;20/02/2001;20/02/2001;TOLIMA;20004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3398;Minorista;0;20/03/2001;20/03/2001;ANTIOQUIA;10003;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
3394;Minorista;0;15/12/2000;15/12/2000;ANTIOQUIA;10003;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;12;0,0;;
3393;Minorista;0;24/01/2001;24/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
3392;Minorista;0;27/09/2000;27/09/2000;BOGOTA COORDINADORA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3391;Minorista;0;29/09/2000;29/09/2000;HUILA;20007;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3389;Minorista;0;20/03/2001;20/03/2001;ANTIOQUIA;10003;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
3388;Minorista;0;28/02/2001;28/02/2001;CAUCA;20009;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3387;Minorista;0;23/02/2001;23/02/2001;CORDOBA;20006;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3386;Minorista;0;13/02/2001;13/02/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3385;Minorista;0;28/02/2001;28/02/2001;CAUCA;20009;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3384;Minorista;0;13/02/2001;13/02/2001;VALLE;10004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3383;Mayorista;0;24/01/2001;24/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
3381;Minorista;0;26/08/2014;26/08/2014;BOYACA;20011;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;8;0,0;;
3380;Minorista;0;26/02/2001;26/02/2001;HUILA;20007;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3379;Minorista;0;21/02/2001;21/02/2001;CALDAS;20005;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3378;Minorista;0;16/02/2001;16/02/2001;NORTE DE SANTANDER;20003;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3377;Minorista;0;24/01/2001;24/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
3376;Minorista;0;24/01/2001;24/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
3375;Minorista;0;27/02/2001;27/02/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3374;Minorista;0;15/02/2001;15/02/2001;BOLIVAR;20002;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3373;Minorista;0;25/09/2000;25/09/2000;QUINDIO;20001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3372;Minorista;0;26/09/2000;26/09/2000;ATLANTICO;10005;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3304;Minorista;0;25/10/2000;25/10/2000;SANTANDER;10006;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;10;0,0;;
3266;Minorista;0;25/10/2000;25/10/2000;SANTANDER;10006;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;10;0,0;;
3264;Minorista;0;21/02/2001;21/02/2001;CALDAS;20005;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3263;Minorista;0;20/06/2001;20/06/2001;ANTIOQUIA;10003;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;6;0,0;;
3262;Minorista;0;23/02/2001;23/02/2001;CORDOBA;20006;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3261;Minorista;0;26/10/2000;26/10/2000;QUINDIO;20001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;10;0,0;;
3260;Minorista;0;27/09/2000;27/09/2000;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3259;Mayorista;0;27/02/2001;27/02/2001;NARIÑO;30004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3258;Minorista;0;25/09/2000;25/09/2000;QUINDIO;20001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3257;Minorista;0;20/02/2001;20/02/2001;TOLIMA;20004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3256;Minorista;0;23/03/2001;23/03/2001;CESAR;20012;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
3255;Minorista;0;24/01/2001;24/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
3254;Minorista;0;24/01/2001;24/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
3253;Minorista;0;20/03/2001;20/03/2001;GUAJIRA;20010;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
3252;Minorista;0;20/03/2001;20/03/2001;GUAJIRA;20010;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
3251;Minorista;0;18/04/2001;18/04/2001;GUAJIRA;20010;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;4;0,0;;
3250;Minorista;0;20/03/2001;20/03/2001;GUAJIRA;20010;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
3249;Minorista;0;20/03/2001;20/03/2001;GUAJIRA;20010;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
3248;Minorista;0;28/02/2001;28/02/2001;CAUCA;20009;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3245;Minorista;0;15/02/2001;15/02/2001;BOLIVAR;20002;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3244;Minorista;0;26/12/2001;26/12/2001;TOLIMA;20004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;12;0,0;;
3243;Minorista;0;16/02/2001;16/02/2001;NORTE DE SANTANDER;20003;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3241;Minorista;0;15/02/2001;15/02/2001;BOLIVAR;20002;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3240;Minorista;0;27/09/2000;27/09/2000;BOGOTA COORDINADORA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3237;Minorista;0;26/02/2001;26/02/2001;HUILA;20007;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3236;Minorista;0;26/03/2001;26/03/2001;CASANARE;20014;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
3235;Minorista;0;20/02/2001;20/02/2001;TOLIMA;20004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3232;Minorista;0;13/09/2002;13/09/2002;CESAR;20012;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2002;9;0,0;;
3231;Minorista;0;15/11/2000;15/11/2000;SANTANDER;10006;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;11;0,0;;
3229;Minorista;0;20/03/2001;20/03/2001;GUAJIRA;20010;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
3228;Minorista;0;28/02/2001;28/02/2001;CAUCA;20009;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3227;Minorista;0;28/02/2001;28/02/2001;CAUCA;20009;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3226;Minorista;0;28/02/2001;28/02/2001;CAUCA;20009;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3225;Minorista;0;21/02/2001;21/02/2001;CALDAS;20005;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3224;Minorista;0;23/10/2001;23/10/2001;CESAR;20012;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;10;0,0;;
3223;Minorista;0;28/02/2001;28/02/2001;CAUCA;20009;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3222;Minorista;0;23/02/2001;23/02/2001;CORDOBA;20006;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3220;Minorista;0;20/03/2001;20/03/2001;ANTIOQUIA;10003;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
3219;Minorista;0;28/02/2001;28/02/2001;CAUCA;20009;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3218;Minorista;0;28/02/2001;28/02/2001;CAUCA;20009;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3217;Minorista;0;28/02/2001;28/02/2001;CAUCA;20009;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3216;Minorista;0;28/02/2001;28/02/2001;CAUCA;20009;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3215;Minorista;0;21/02/2001;21/02/2001;CALDAS;20005;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3213;Mayorista;0;29/09/2000;29/09/2000;HUILA;20007;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3212;Minorista;0;21/03/2001;21/03/2001;BOYACA;20011;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
3211;Minorista;0;21/02/2001;21/02/2001;CAUCA;20009;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3210;Minorista;0;13/02/2002;13/02/2002;CESAR;20012;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2002;2;0,0;;
3209;Minorista;0;21/03/2001;21/03/2001;BOYACA;20011;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
3207;Mayorista;0;15/02/2001;15/02/2001;BOLIVAR;20002;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3205;Minorista;0;24/01/2001;24/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
3204;Mayorista;0;26/02/2001;26/02/2001;HUILA;20007;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3203;Minorista;0;26/02/2001;26/02/2001;HUILA;20007;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3201;Minorista;0;27/03/2001;27/03/2001;CASA MATRIZ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;3;0,0;;
3200;Minorista;0;27/09/2000;27/09/2000;BOGOTA COORDINADORA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3198;Minorista;0;28/02/2001;28/02/2001;CAUCA;20009;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3197;Mayorista;0;15/02/2001;15/02/2001;BOLIVAR;20002;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;2;0,0;;
3196;Minorista;0;22/09/2000;22/09/2000;ARAUCA;30001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;0,0;;
3194;Mayorista;0;24/01/2001;24/01/2001;BOGOTA CUNDINAMARCA;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
3193;Mayorista;0;25/10/2000;25/10/2000;SANTANDER;10006;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;10;0,0;;
3192;Minorista;0;30/01/2001;30/01/2001;RISARALDA;20008;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
3191;Mayorista;0;30/01/2001;30/01/2001;RISARALDA;20008;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2001;1;0,0;;
